"name","rfid","equipment_type","asset_cost","rental_cost","location","purchased","notes"
"DRIEAZ-DH R200-SN#-H0954567-AS#-4567-JERSEY WHSE","8230 0000 0000 0000 0006 7822","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954568-AN#-4568-TRAILER 3","8230 0000 0000 0000 0006 6959","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954569-AN#-4569-TRAILER 3","8230 0000 0000 0000 0006 6945","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954571-AN#-4571-TRAILER 3","8230 0000 0000 0000 0006 6963","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-J0960908-AS#-0908-QUEENS WHSE","8230 0000 0000 0000 0006 7983","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-J0960920-AS#-0920-QUEENS WHSE","8230 0000 0000 0000 0006 7985","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-J0960931-AS#-0931-JERSEY WHSE","8230 0000 0000 0000 0006 7826","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-J0960939-AS#-0939-JERSEY TRAILER","8230 0000 0000 0000 0006 7464","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K08289890-AN#-9890-MEDFORD WHSE","8230 0000 0000 0000 0006 6283","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K08289924-AS#-9924-JERSEY WHSE","8230 0000 0000 0000 0006 7819","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K08289936-AN#-9936-TRAILER 3","8230 0000 0000 0000 0006 6979","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K08289937-AN#-9937-TRAILER 3","8230 0000 0000 0000 0006 6966","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K08289988-AN#-9988-MEDFORD WHSE","8230 0000 0000 0000 0006 6299","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K08290020-AS#-0020-JERSEY TRAILER","8230 0000 0000 0000 0006 7558","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K08290021-AN#-B2055-MEDFORD WHSE","8230 0000 0000 0000 0006 6363","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463710-AS#-3710-JERSEY TRAILER","8230 0000 0000 0000 0006 7538","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463711-AS#-3711-JERSEY TRAILER","8230 0000 0000 0000 0006 7545","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463712-AS#-3712-JERSEY TRAILER","8230 0000 0000 0000 0006 7562","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463713-AS#-3713-JERSEY TRAILER","8230 0000 0000 0000 0006 7565","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463714-AS#-3714-JERSEY TRAILER","8230 0000 0000 0000 0006 7547","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463715-AN#-3715-TRAILER 3","8230 0000 0000 0000 0006 6953","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463716-AN#-3716-MEDFORD WHSE","8230 0000 0000 0000 0006 6360","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463717-AS#-3717-JERSEY TRAILER","8230 0000 0000 0000 0006 7554","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463718-AN#-3718-TRAILER 3","8230 0000 0000 0000 0006 6950","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463719-AS#-3719-JERSEY TRAILER","8230 0000 0000 0000 0006 7553","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463721-AN#-3721-TRAILER 3","8230 0000 0000 0000 0006 6951","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463722-AN#-3722-MEDFORD WHSE","8230 0000 0000 0000 0006 6280","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463723-AS#-3723-JERSEY TRAILER","8230 0000 0000 0000 0006 7541","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463726-AN#-3726-TRAILER 3","8230 0000 0000 0000 0006 6943","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463727-AS#-3727-JERSEY TRAILER","8230 0000 0000 0000 0006 7561","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463728-AS#-3728-JERSEY WHSE","8230 0000 0000 0000 0006 7821","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463729-AN#-3729-TRAILER 3","8230 0000 0000 0000 0006 6972","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463751-AS#-3751-JERSEY TRAILER","8230 0000 0000 0000 0006 7542","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463752-AS#-3752-QUEENS WHSE","8230 0000 0000 0000 0006 8030","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463753-AS#-3753-JERSEY TRAILER","8230 0000 0000 0000 0006 7455","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463786-AN#-3786-TRAILER 3","8230 0000 0000 0000 0006 6954","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463787-AS#-3787-JERSEY TRAILER","8230 0000 0000 0000 0006 7534","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463788-AS#-3788-JERSEY TRAILER","8230 0000 0000 0000 0006 7551","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463794-AS#-3794-QUEENS WHSE","8230 0000 0000 0000 0006 7988","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463795-AS#-3795-JERSEY TRAILER","8230 0000 0000 0000 0006 7552","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463798-AS#-3798-JERSEY TRAILER","8230 0000 0000 0000 0006 7564","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463799-AS#-3799-JERSEY TRAILER","8230 0000 0000 0000 0006 7546","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463800-AS#-3800-JERSEY TRAILER","8230 0000 0000 0000 0006 7566","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463801-AS#-3801-JERSEY TRAILER","8230 0000 0000 0000 0006 7560","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463810-AS#-3810-JERSEY TRAILER","8230 0000 0000 0000 0006 7540","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463811-AN#-3811-TRAILER 3","8230 0000 0000 0000 0006 6967","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463813-AN#-3813-TRAILER 3","8230 0000 0000 0000 0006 6962","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463839-AS#-3839-JERSEY TRAILER","8230 0000 0000 0000 0006 7550","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463841-AS#-3841-JERSEY WHSE","8230 0000 0000 0000 0006 7816","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463870-AS#-3870-JERSEY TRAILER","8230 0000 0000 0000 0006 7544","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463871-AS#-3871-JERSEY TRAILER","8230 0000 0000 0000 0006 7548","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463872-AS#-3872-JERSEY WHSE","8230 0000 0000 0000 0006 7825","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463873-AS#-3873-JERSEY TRAILER","8230 0000 0000 0000 0006 7563","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-K1463875-AS#-3875-JERSEY TRAILER","8230 0000 0000 0000 0006 7549","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-L0977518-AS#-7518-QUEENS WHSE","8230 0000 0000 0000 0006 7990","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-L0977530-AS#-7530-JERSEY WHSE","8230 0000 0000 0000 0006 7823","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-L0977552-AN#-7552-TRAILER 3","8230 0000 0000 0000 0006 6947","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-L0977557-AS#-7557-DVJ WHSE","8230 0000 0000 0000 0006 7684","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-L0977576-AS#-7576-JERSEY WHSE","8230 0000 0000 0000 0006 7824","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-L0977601-AN#-7601-MEDFORD WHSE","8230 0000 0000 0000 0006 6284","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-L0977602-AS#-7602-DVJ WHSE","8230 0000 0000 0000 0006 7672","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-L0977609-AN#-7609-MEDFORD WHSE","8230 0000 0000 0000 0006 6300","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-L0977613-AS#-7613-JERSEY TRAILER","8230 0000 0000 0000 0006 7535","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-L0977616-AS#-7616-QUEENS WHSE","8230 0000 0000 0000 0006 7981","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-L0977630-AS#-7630-JERSEY TRAILER","8230 0000 0000 0000 0006 7454","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-L0977632-AS#-7632-QUEENS WHSE","8230 0000 0000 0000 0006 7994","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-L0977641-AS#-7641-DVJ WHSE","8230 0000 0000 0000 0006 7670","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-L0978439-AS#-8439-DVJ WHSE","8230 0000 0000 0000 0006 7673","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-NONE-AS#-3450-QUEENS WHSE","8230 0000 0000 0000 0006 7991","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-NONE-AS#-489-JERSEY TRAILER","8230 0000 0000 0000 0006 7463","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-NONE-AS#-NONE-JERSEY TRAILER","8230 0000 0000 0000 0006 7461","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-X0945394-AN#-5394-MEDFORD WHSE","8230 0000 0000 0000 0006 6301","Dehumidifier","$1760","$0","","",""
"DriEaz-Evolution LGR -SN #-02230-AN #-51931-Warehouse Medford","8230 0000 0000 0000 0006 3234","Dehumidifier","$1759.00","$0","","",""
"DriEaz-Evolution LGR -SN #-03091-AN #-3091-Warehouse Medford","8230 0000 0000 0000 0006 6543","Dehumidifier","$1759.00","$0","","",""
"DriEaz-Evolution LGR -SN #-03092-AN #-3092-Warehouse Medford","8230 0000 0000 0000 0006 6545","Dehumidifier","$1759.00","$0","","",""
"DriEaz-Evolution LGR -SN #-05833-AN #-51937-Warehouse Medford","8230 0000 0000 0000 0006 3265","Dehumidifier","$1759.00","$0","","",""
"DRIEAZ-EVOLUTION LGR-SN#-02858-AN#-2858-MEDFORD WHSE","8230 0000 0000 0000 0006 6285","Dehumidifier","$1759.00","$0","","",""
"DRIEAZ-EVOLUTION LGR-SN#-04888-AN#-4888-MEDFORD WHSE","8230 0000 0000 0000 0006 6287","Dehumidifier","$1759.00","$0","","",""
"DRIEAZ-EVOLUTION LGR-SN#-05830-AS#-783-QUEENS WHSE","8230 0000 0000 0000 0006 7993","Dehumidifier","$1759.00","$0","","",""
"DRIEAZ-EVOLUTION LGR-SN#-05843-AN#-5843-MEDFORD WHSE","8230 0000 0000 0000 0006 6286","Dehumidifier","$1759.00","$0","","",""
"DriEaz-HEPA 500-SN #-02966-AN #-2966-Warehouse Medford","8230 0000 0000 0000 0006 7406","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-03957-AN #-3957-Warehouse Medford","8230 0000 0000 0000 0006 7405","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-04021-AN #-4021-Warehouse Medford","8230 0000 0000 0000 0006 7404","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-04216-AN #-4216-Warehouse Medford","8230 0000 0000 0000 0006 6513","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-04230-AN #-4230-Warehouse Medford","8230 0000 0000 0000 0006 6562","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-04391-AN #-4391-Warehouse Medford","8230 0000 0000 0000 0006 7390","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-04543-AN #-52791-Warehouse Medford","8230 0000 0000 0000 0006 3266","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-04578-AN #-4578-Warehouse Medford","8230 0000 0000 0000 0006 7409","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-04618-AN #-4618-Warehouse Medford","8230 0000 0000 0000 0006 7412","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-04622-AN #-4622-Warehouse Medford","8230 0000 0000 0000 0006 6558","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-04648-AN #-4648-Warehouse Medford","8230 0000 0000 0000 0006 6556","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-04692-AN #-4692-Warehouse Medford","8230 0000 0000 0000 0006 6579","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-3970-AN #-50314-Warehouse Medford","8230 0000 0000 0000 0006 3268","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-7343-AN #-7343-Warehouse Medford","8230 0000 0000 0000 0006 7403","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-7347-AN #-7347-Warehouse Medford","8230 0000 0000 0000 0006 6557","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-9098-AN #-9098-Warehouse Medford","8230 0000 0000 0000 0006 7407","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-9108-AN #-9108-Warehouse Medford","8230 0000 0000 0000 0006 6561","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN #-9112-AN #-9112-Warehouse Medford","8230 0000 0000 0000 0006 7383","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-03689-AN#-3689-TRAILER 3","8230 0000 0000 0000 0006 7018","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-03775-AN#-3775-MEDFORD WHSE","8230 0000 0000 0000 0006 6309","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-03972-AN#-3972-TRAILER 3","8230 0000 0000 0000 0006 7021","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-03975-AN#-3975-TRAILER 3","8230 0000 0000 0000 0006 7019","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04008-AN#-4008-MEDFORD WHSE","8230 0000 0000 0000 0006 6322","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN#-04011-AS#-4011-QUEENS WHSE","8230 0000 0000 0000 0006 7942","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN#-04044-AS#-4044-QUEENS WHSE","8230 0000 0000 0000 0006 7947","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04047-AN#-4047-Queens Warehouse","8230 0000 0000 0000 0006 7024","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04201-AN#-4201-MEDFORD WHSE","8230 0000 0000 0000 0006 6307","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN#-04217-AS#-4217-QUEENS WHSE","8230 0000 0000 0000 0006 7945","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04245-AN#-4245-MEDFORD WHSE","8230 0000 0000 0000 0006 6305","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04310-AN#-4310-MEDFORD WHSE","8230 0000 0000 0000 0006 6304","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04450-AN#-4450-MEDFORD WHSE","8230 0000 0000 0000 0006 6315","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04474-AN#-4474-TRAILER 3","8230 0000 0000 0000 0006 7027","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04479-AN#-4479-MEDFORD WHSE","8230 0000 0000 0000 0006 6320","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04501-AN#-4501-MEDFORD WHSE","8230 0000 0000 0000 0006 6312","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN#-04571-AS#-4571-QUEENS WHSE","8230 0000 0000 0000 0006 7946","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04606-AN#-4606-TRAILER 3","8230 0000 0000 0000 0006 7022","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN#-04610-AS#-4610-QUEENS WHSE","8230 0000 0000 0000 0006 7949","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04617-AN#-4617-MEDFORD WHSE","8230 0000 0000 0000 0006 7029","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04659-AN#-4659-MEDFORD WHSE","8230 0000 0000 0000 0006 6303","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04685-AN#-4685-MEDFORD WHSE","8230 0000 0000 0000 0006 6313","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04698-AN#-4698-MEDFORD WHSE","8230 0000 0000 0000 0006 6308","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04708-AN#-4708-TRAILER 3","8230 0000 0000 0000 0006 7017","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04710-AN#-4710-MEDFORD WHSE","8230 0000 0000 0000 0006 6306","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-04735-AN#-4735-MEDFORD WHSE","8230 0000 0000 0000 0006 6321","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN#-04743-AS#-4743-QUEENS WHSE","8230 0000 0000 0000 0006 7941","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-07349-AN#-7349-MEDFORD WHSE","8230 0000 0000 0000 0006 6318","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-07369-AN#-7369-MEDFORD WHSE","8230 0000 0000 0000 0006 6317","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-10961-AN#-0961-MEDFORD WHSE","8230 0000 0000 0000 0006 6643","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-10963-AN#-0963-MEDFORD WHSE","8230 0000 0000 0000 0006 6628","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-10965-AN#-0965-MEDFORD WHSE","8230 0000 0000 0000 0006 6620","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-10966-AN#-0966-MEDFORD WHSE","8230 0000 0000 0000 0006 6610","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-10968-AN#-0968-MEDFORD WHSE","8230 0000 0000 0000 0006 6603","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-10999-AN#-0999-MEDFORD WHSE","8230 0000 0000 0000 0006 6632","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11013-AN#-1013-MEDFORD WHSE","8230 0000 0000 0000 0006 6607","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11019-AN#-1019-MEDFORD WHSE","8230 0000 0000 0000 0006 6640","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11020-AN#-1020-MEDFORD WHSE","8230 0000 0000 0000 0006 6638","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11021-AN#-1021-MEDFORD WHSE","8230 0000 0000 0000 0006 6613","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11022-AN#-1022-MEDFORD WHSE","8230 0000 0000 0000 0006 6623","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11028-AN#-1028-MEDFORD WHSE","8230 0000 0000 0000 0006 6635","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11033-AN#-1033-MEDFORD WHSE","8230 0000 0000 0000 0006 6630","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11037-AN#-1037-MEDFORD WHSE","8230 0000 0000 0000 0006 6637","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11038-AN#-1038-MEDFORD WHSE","8230 0000 0000 0000 0006 6627","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11041-AN#-1041-MEDFORD WHSE","8230 0000 0000 0000 0006 6633","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11043-AN#-1043-MEDFORD WHSE","8230 0000 0000 0000 0006 6608","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11047-AN#-1047-MEDFORD WHSE","8230 0000 0000 0000 0006 6614","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11047-AN#1047--MEDFORD WHSE","8230 0000 0000 0000 0006 6611","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11048-AN#-1048-MEDFORD WHSE","8230 0000 0000 0000 0006 6609","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11063-AN#-1063-MEDFORD WHSE","8230 0000 0000 0000 0006 6604","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11064-AN#1064--MEDFORD WHSE","8230 0000 0000 0000 0006 6622","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11065-AN#-1065-MEDFORD WHSE","8230 0000 0000 0000 0006 6612","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11066-AN#-1066-MEDFORD WHSE","8230 0000 0000 0000 0006 6641","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11067-AN#-1067-MEDFORD WHSE","8230 0000 0000 0000 0006 6605","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11069-AN#-1069-MEDFORD WHSE","8230 0000 0000 0000 0006 6619","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11070-AN#-1070-MEDFORD WHSE","8230 0000 0000 0000 0006 6642","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11072-AN#-1072-MEDFORD WHSE","8230 0000 0000 0000 0006 6636","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11074-AN#-1074-MEDFORD WHSE","8230 0000 0000 0000 0006 6606","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11075-AN#-1075-MEDFORD WHSE","8230 0000 0000 0000 0006 6639","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11077-AN#-1077-MEDFORD WHSE","8230 0000 0000 0000 0006 6617","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11078-AN#-1078-MEDFORD WHSE","8230 0000 0000 0000 0006 6625","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11079-AN#-1079-MEDFORD WHSE","8230 0000 0000 0000 0006 6615","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11091-AN#-1091-MEDFORD WHSE","8230 0000 0000 0000 0006 6618","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11095-AN#-1095-MEDFORD WHSE","8230 0000 0000 0000 0006 6626","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11097-AN#-1097-MEDFORD WHSE","8230 0000 0000 0000 0006 6634","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11099-AN#-1099-MEDFORD WHSE","8230 0000 0000 0000 0006 6631","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11102-AN#-1102-MEDFORD WHSE","8230 0000 0000 0000 0006 6624","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-11106-AN#-1106-MEDFORD WHSE","8230 0000 0000 0000 0006 6644","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN#-4042-AS#-4042-QUEENS WHSE","8230 0000 0000 0000 0006 7950","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-4328-AN#-4328-TRAILER 3","8230 0000 0000 0000 0006 7023","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-7332-AN#-7332-TRAILER 3","8230 0000 0000 0000 0006 7020","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-7334-AN#-7334-TRAILER 3","8230 0000 0000 0000 0006 7026","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN#-7338-AS#-7338-QUEENS WHSE","8230 0000 0000 0000 0006 7953","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-7389-AN#-7389-MEDFORD WHSE","8230 0000 0000 0000 0006 6314","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN#-8975-AS#-8975-QUEENS WHSE","8230 0000 0000 0000 0006 7952","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN#-9045-AS#-9045-QUEENS WHSE","8230 0000 0000 0000 0006 7948","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-9094-AN#-9094-MEDFORD WHSE","8230 0000 0000 0000 0006 6311","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-9126-AN#-9126-MEDFORD WHSE","8230 0000 0000 0000 0006 7410","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN#-9128-AS#-9128-QUEENS WHSE","8230 0000 0000 0000 0006 7943","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN#-9220-AS#-9220-QUEENS WHSE","8230 0000 0000 0000 0006 7951","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 500-SN#-9249-AS#-9249-QUEENS WHSE","8230 0000 0000 0000 0006 7944","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#-9251-AN#-9251-MEDFORD WHSE","8230 0000 0000 0000 0006 6319","Air Scrubber","$819.00","$0","","",""
