"name","rfid","equipment_type","asset_cost","rental_cost","location","purchased","notes"
"DRIEAZ-CXV FAN-SN#-02693-AS#-2693-QUEENS WHSE","8230 0000 0000 0000 0006 8018","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02694-AS#-2694-DVJ WHSE","8230 0000 0000 0000 0006 7627","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02696-AS#-2696-Medford Warehouse","8230 0000 0000 0000 0006 6553","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02701-AN#-D407-TRAILER 3","8230 0000 0000 0000 0006 6986","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02702-AN#-E512-TRAILER 3","8230 0000 0000 0000 0006 6903","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02705-AN#-382-TRAILER 3","8230 0000 0000 0000 0006 6995","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02710-AS#-2710-JERSEY WHSE","8230 0000 0000 0000 0006 7805","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02711-AN#-C304-MEDFORD WHSE","8230 0000 0000 0000 0006 6494","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02720-AN#-591-TRAILER 3","8230 0000 0000 0000 0006 7013","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02723-AN#-548-TRAILER 3","8230 0000 0000 0000 0006 6980","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02731-AN#-581-TRAILER 3","8230 0000 0000 0000 0006 6922","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02735-AN#-D420-MEDFORD WHSE","8230 0000 0000 0000 0006 6473","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02743-AS#-387-TRAILER 3","8230 0000 0000 0000 0006 6936","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02744-AN#-317-TRAILER 3","8230 0000 0000 0000 0006 6911","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02745-AN#-534-MEDFORD WHSE","8230 0000 0000 0000 0006 6502","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02750-AN#-750-MEDFORD WHSE","8230 0000 0000 0000 0006 6475","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02751-AS#-2751-QUEENS WHSE","8230 0000 0000 0000 0006 8006","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02754-AS#-2754-JERSEY WHSE","8230 0000 0000 0000 0006 7802","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02759-AS#-2759-JERSEY TRAILER","8230 0000 0000 0000 0006 7516","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02763-AN#-409-TRAILER 3","8230 0000 0000 0000 0006 6991","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02767-AS#-2767-DVJ WHSE","8230 0000 0000 0000 0006 7620","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02772-AN#-330-MEDFORD WHSE","8230 0000 0000 0000 0006 6463","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02775-AS#-2775-JERSEY TRAILER","8230 0000 0000 0000 0006 7477","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02779-AN#-594-MEDFORD WHSE","8230 0000 0000 0000 0006 6483","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02781-AS#-2781-JERSEY TRAILER","8230 0000 0000 0000 0006 7476","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02785-AS#-2785-QUEENS WHSE","8230 0000 0000 0000 0006 8021","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02788-AS#-2788-JERSEY WHSE","8230 0000 0000 0000 0006 7794","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02790-AS#-2790-JERSEY TRAILER","8230 0000 0000 0000 0006 7520","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02792-AN#-390-MEDFORD WHSE","8230 0000 0000 0000 0006 6497","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02798-AN#-435-TRAILER 3","8230 0000 0000 0000 0006 6942","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02799-AS#-2799-JERSEY WHSE","8230 0000 0000 0000 0006 7801","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02800-AS#-2800-Medford Warehouse","8230 0000 0000 0000 0006 6550","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02804-AS#-2804-JERSEY TRAILER","8230 0000 0000 0000 0006 7465","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02808-AN#-348-MEDFORD WHSE","8230 0000 0000 0000 0006 6476","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02813-AN#-C305-MEDFORD WHSE","8230 0000 0000 0000 0006 6496","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02814-AN#-574-TRAILER 3","8230 0000 0000 0000 0006 6896","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02817-AN#-327-MEDFORD WHSE","8230 0000 0000 0000 0006 6470","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02842-AN#-573-TRAILER 3","8230 0000 0000 0000 0006 6899","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02843-AN#-428-TRAILER 3","8230 0000 0000 0000 0006 7002","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02844-AS#-2844-JERSEY WHSE","8230 0000 0000 0000 0006 7789","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02845-AN#-E525-TRAILER 3","8230 0000 0000 0000 0006 6997","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02926-AS#-2926-JERSEY TRAILER","8230 0000 0000 0000 0006 7526","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02953-AN#-333-MEDFORD WHSE","8230 0000 0000 0000 0006 6498","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02954-AS#-2954-JERSEY TRAILER","8230 0000 0000 0000 0006 7525","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02964-AS#-2964-JERSEY TRAILER","8230 0000 0000 0000 0006 7479","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02966-AS#-2966-QUEENS WHSE","8230 0000 0000 0000 0006 8016","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02969-AN#-438-MEDFORD WHSE","8230 0000 0000 0000 0006 6501","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02975-AS#-2975-QUEENS WHSE","8230 0000 0000 0000 0006 8020","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-02977-AS#-2977-JERSEY TRAILER","8230 0000 0000 0000 0006 7514","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03027-AS#-3027-JERSEY TRAILER","8230 0000 0000 0000 0006 7500","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03028-AN#-C314-MEDFORD WHSE","8230 0000 0000 0000 0006 6490","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03034-AS#-3034-DVJ WHSE","8230 0000 0000 0000 0006 7624","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03047-AN#-567-MEDFORD WHSE","8230 0000 0000 0000 0006 6465","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03055-AN#-578-TRAILER 3","8230 0000 0000 0000 0006 6914","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03058-AN#-375-MEDFORD WHSE","8230 0000 0000 0000 0006 6456","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03081-AS#-3081-DVJ WHSE","8230 0000 0000 0000 0006 7619","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03085-AS#-3085-JERSEY WHSE","8230 0000 0000 0000 0006 7809","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03086-AN#-405-MEDFORD WHSE","8230 0000 0000 0000 0006 6458","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03087-AS#-3087-JERSEY TRAILER","8230 0000 0000 0000 0006 7511","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03094-AS#-3094-QUEENS WHSE","8230 0000 0000 0000 0006 8017","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03096-AS#-3096-JERSEY TRAILER","8230 0000 0000 0000 0006 7528","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03104-AS#-3104-Medford Warehouse","8230 0000 0000 0000 0006 6549","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03110-AS#-518-TRAILER 3","8230 0000 0000 0000 0006 6932","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03115-AN#-C316-MEDFORD WHSE","8230 0000 0000 0000 0006 6480","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03117-AN#-501-TRAILER 3","8230 0000 0000 0000 0006 6891","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03118-AS#-3118-JERSEY WHSE","8230 0000 0000 0000 0006 7790","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03132-AN#-570-MEDFORD WHSE","8230 0000 0000 0000 0006 6467","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03135-AN#-C301-MEDFORD WHSE","8230 0000 0000 0000 0006 6460","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03704-AN#-704-TRAILER 3","8230 0000 0000 0000 0006 6992","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03710-AS#-3710-JERSEY TRAILER","8230 0000 0000 0000 0006 7509","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03717-AN#-717-TRAILER 3","8230 0000 0000 0000 0006 6984","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03725-AS#-3725-JERSEY TRAILER","8230 0000 0000 0000 0006 7478","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03730-AS#-3730-JERSEY TRAILER","8230 0000 0000 0000 0006 7473","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03732-AN#-732-MEDFORD WHSE","8230 0000 0000 0000 0006 6485","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03733-AS#-3733-QUEENS WHSE","8230 0000 0000 0000 0006 8008","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03734-AN#-734-MEDFORD WHSE","8230 0000 0000 0000 0006 6481","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03737-AN#-737-TRAILER 3","8230 0000 0000 0000 0006 6909","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03741-AN#-B1034-MEDFORD WHSE","8230 0000 0000 0000 0006 6486","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03743-AS#-3743-JERSEY TRAILER","8230 0000 0000 0000 0006 7519","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03845-AN#-845-TRAILER 3","8230 0000 0000 0000 0006 6919","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03860-AS#-3860-DVJ WHSE","8230 0000 0000 0000 0006 7580","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03877-AS#-3877-JERSEY TRAILER","8230 0000 0000 0000 0006 7508","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03882-AS#-3882-JERSEY TRAILER","8230 0000 0000 0000 0006 7472","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03883-AN#-883-MEDFORD WHSE","8230 0000 0000 0000 0006 6464","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03892-AS#-3892-JERSEY WHSE","8230 0000 0000 0000 0006 7806","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03893-AS#-3893-QUEENS WHSE","8230 0000 0000 0000 0006 8015","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03895-AN#-595-TRAILER 3","8230 0000 0000 0000 0006 6940","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03896-AN#-896-MEDFORD WHSE","8230 0000 0000 0000 0006 6499","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03899-AN#-899-TRAILER 3","8230 0000 0000 0000 0006 7004","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03900-AN#-900-TRAILER 3","8230 0000 0000 0000 0006 6897","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03905-AS#-3905-DVJ WHSE","8230 0000 0000 0000 0006 7577","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03906-AS#-3906-JERSEY TRAILER","8230 0000 0000 0000 0006 7481","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03912-AN#-912-TRAILER 3","8230 0000 0000 0000 0006 7016","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03915-AN#-915-TRAILER 3","8230 0000 0000 0000 0006 6898","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03930-AS#-3930-JERSEY TRAILER","8230 0000 0000 0000 0006 7467","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03935-AS#-3935-JERSEY TRAILER","8230 0000 0000 0000 0006 7515","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03944-AN#-944-MEDFORD WHSE","8230 0000 0000 0000 0006 6491","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03945-AS#-3945-JERSEY TRAILER","8230 0000 0000 0000 0006 7529","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03947-AN#-B1043-MEDFORD WHSE","8230 0000 0000 0000 0006 6489","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03949-AN#-949-TRAILER 3","8230 0000 0000 0000 0006 6890","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03961-AS#-3961-JERSEY WHSE","8230 0000 0000 0000 0006 7750","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03962-AN#-962-TRAILER 3","8230 0000 0000 0000 0006 6999","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03968-AS#-3968-JERSEY WHSE","8230 0000 0000 0000 0006 7791","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03969-AS#-3969-Medford Warehouse","8230 0000 0000 0000 0006 6551","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03971-AS#-3971-JERSEY WHSE","8230 0000 0000 0000 0006 7793","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03977-AS#-3977-JERSEY WHSE","8230 0000 0000 0000 0006 7811","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-03980-AN#-980-TRAILER 3","8230 0000 0000 0000 0006 6913","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04011-AN#-011-TRAILER 3","8230 0000 0000 0000 0006 6923","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04017-AN#-017-MEDFORD WHSE","8230 0000 0000 0000 0006 6479","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04029-AN#-029-TRAILER 3","8230 0000 0000 0000 0006 6894","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04030-AS#-4030-JERSEY TRAILER","8230 0000 0000 0000 0006 7471","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04119-AS#-4119-DVJ WHSE","8230 0000 0000 0000 0006 7626","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04129-AN#-129-MEDFORD WHSE","8230 0000 0000 0000 0006 6487","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04134-AS#-4134-JERSEY TRAILER","8230 0000 0000 0000 0006 7530","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04138-AS#-4138-JERSEY TRAILER","8230 0000 0000 0000 0006 7474","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04139-AN#-139-TRAILER 3","8230 0000 0000 0000 0006 6882","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04156-AN#-156-TRAILER 3","8230 0000 0000 0000 0006 7005","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04159-AS#-4159-JERSEY TRAILER","8230 0000 0000 0000 0006 7531","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04160-AS#-4160-QUEENS WHSE","8230 0000 0000 0000 0006 8004","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04163-AS#-4163-JERSEY TRAILER","8230 0000 0000 0000 0006 7470","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04164-AN#-164-TRAILER 3","8230 0000 0000 0000 0006 6906","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04165-AS#-4165-JERSEY TRAILER","8230 0000 0000 0000 0006 7522","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04166-AS#-4166-JERSEY TRAILER","8230 0000 0000 0000 0006 7506","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04167-AS#-4167-JERSEY TRAILER","8230 0000 0000 0000 0006 7513","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04170-AN#-170-MEDFORD WHSE","8230 0000 0000 0000 0006 6495","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04172-AN#-172-TRAILER 3","8230 0000 0000 0000 0006 6912","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04174-AS#-4174-JERSEY WHSE","8230 0000 0000 0000 0006 7796","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04176-AN#-176-MEDFORD WHSE","8230 0000 0000 0000 0006 6469","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04178-AN#-178-MEDFORD WHSE","8230 0000 0000 0000 0006 6468","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04180-AN#-180-TRAILER 3","8230 0000 0000 0000 0006 6885","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04184-AN#-184-TRAILER 3","8230 0000 0000 0000 0006 6937","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04191-AS#-4191-JERSEY TRAILER","8230 0000 0000 0000 0006 7499","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04195-AS#-4195-DVJ WHSE","8230 0000 0000 0000 0006 7625","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04197-AN#-197-TRAILER 3","8230 0000 0000 0000 0006 7012","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04199-AS#-4199-JERSEY WHSE","8230 0000 0000 0000 0006 7800","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04206-AS#-206-TRAILER 3","8230 0000 0000 0000 0006 6933","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04223-AN#-223-MEDFORD WHSE","8230 0000 0000 0000 0006 6462","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-042240-AS#-2240-DVJ WHSE","8230 0000 0000 0000 0006 7622","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04227-AN#-227-TRAILER 3","8230 0000 0000 0000 0006 6996","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04234-AN#-B1022-TRAILER 3","8230 0000 0000 0000 0006 7010","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04236-AN#-236-MEDFORD WHSE","8230 0000 0000 0000 0006 6500","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04238-AS#-238-TRAILER 3","8230 0000 0000 0000 0006 6930","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04239-AN#-239-TRAILER 3","8230 0000 0000 0000 0006 7006","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04266-AS#-4266-DVJ WHSE","8230 0000 0000 0000 0006 7581","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04293-AS#-4293-DVJ WHSE","8230 0000 0000 0000 0006 7583","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04296-AN#-296-TRAILER 3","8230 0000 0000 0000 0006 6927","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04299-AN#-299-MEDFORD WHSE","8230 0000 0000 0000 0006 6453","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04300-AS#-4300-JERSEY WHSE","8230 0000 0000 0000 0006 7807","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04301-AN#-301-TRAILER 3","8230 0000 0000 0000 0006 6998","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04301-AN#-304-TRAILER 3","8230 0000 0000 0000 0006 6924","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04302-AN#-B1029-TRAILER 3","8230 0000 0000 0000 0006 6889","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04303-AN#-303-TRAILER 3","8230 0000 0000 0000 0006 6886","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04317-AS#-4317-DVJ WHSE","8230 0000 0000 0000 0006 7621","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04318-AS#-4318-JERSEY TRAILER","8230 0000 0000 0000 0006 7466","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04320-AS#-4320-QUEENS WHSE","8230 0000 0000 0000 0006 8009","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04322-AN#-4322-MEDFORD WHSE","8230 0000 0000 0000 0006 6510","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04338-AN#-338-TRAILER 3","8230 0000 0000 0000 0006 6939","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04374-AN#-374-MEDFORD WHSE","8230 0000 0000 0000 0006 6493","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04376-AN#-376-TRAILER 3","8230 0000 0000 0000 0006 6989","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04378-AN#-378-MEDFORD WHSE","8230 0000 0000 0000 0006 6472","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04386-AS#-4386-QUEENS WHSE","8230 0000 0000 0000 0006 8012","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04395-AS#-4395-JERSEY WHSE","8230 0000 0000 0000 0006 7813","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04406-AS#-4406-JERSEY TRAILER","8230 0000 0000 0000 0006 7524","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04410-AS#-4410-QUEENS WHSE","8230 0000 0000 0000 0006 8010","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04412-AN#-412-TRAILER 3","8230 0000 0000 0000 0006 6994","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04520-AS#-4520-JERSEY TRAILER","8230 0000 0000 0000 0006 7503","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04521-AS#-4521-JERSEY WHSE","8230 0000 0000 0000 0006 7751","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04526-AN#-526-TRAILER 3","8230 0000 0000 0000 0006 6895","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04527-AS#-4527-JERSEY TRAILER","8230 0000 0000 0000 0006 7505","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04528-AN#-B1002-TRAILER 3","8230 0000 0000 0000 0006 6910","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04529-AS#-4529-JERSEY TRAILER","8230 0000 0000 0000 0006 7517","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04532-AN#-532-TRAILER 3","8230 0000 0000 0000 0006 6918","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04536-AN#-536-TRAILER 3","8230 0000 0000 0000 0006 6982","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04545-AN#-545-MEDFORD WHSE","8230 0000 0000 0000 0006 6474","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04551-AS#-4551-JERSEY TRAILER","8230 0000 0000 0000 0006 7480","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04557-AN#-557-TRAILER 3","8230 0000 0000 0000 0006 6926","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04561-AN#-561-MEDFORD WHSE","8230 0000 0000 0000 0006 6482","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04567-AS#-4567-JERSEY TRAILER","8230 0000 0000 0000 0006 7504","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04570-AS#-4570-JERSEY WHSE","8230 0000 0000 0000 0006 7799","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04572-AN#-572-MEDFORD WHSE","8230 0000 0000 0000 0006 6455","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04578-AN#-578-MEDFORD WHSE","8230 0000 0000 0000 0006 6492","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04581-AN#-581-TRAILER 3","8230 0000 0000 0000 0006 6988","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04585-AS#-4585-JERSEY TRAILER","8230 0000 0000 0000 0006 7521","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04593-AN#-593-TRAILER 3","8230 0000 0000 0000 0006 6990","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04595-AN#-723-TRAILER 3","8230 0000 0000 0000 0006 6941","Air Mover","$439.00","$0","","",""
